TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,TransactionHour,TransactionFrequency,DeviceUsage,IPUsage,MerchantPreference,Cluster,Channel,CustomerOccupation
TX000019,AC00242,5750.063995435243,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,1094.204692870221,7534.325253031234,1.7271441635919087,31005076.4141002,2024-11-04 08:12:01,-493555043707393.6,28.32080696242022,26.393821192131526,13.7394345657165,13.311021466978978,1.2756766628124168,0,Branch,Retired
TX000020,AC00285,21161.757115758755,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,364.86978026030926,11941.164519809981,1.7271441635919087,25623705.425872292,2024-11-04 08:09:20,-408554418179896.9,29.78263354928326,21.88627706309451,15.573786447012665,19.425457949378817,1.2756766628124168,2,Online,Student
TX000021,AC00002,17612.397488047885,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,1307.6685697316586,2777.7368380954417,1.7271441635919087,22434539.72041638,2024-11-04 08:09:24,-488006820690080.3,28.32080696242022,21.88627706309451,6.402027040531834,15.349166961112259,1.4988055549241963,0,Branch,Retired
TX000022,AC00014,25332.838454573583,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,720.6429083627052,6624.9774678229205,1.7271441635919087,35676773.204254545,2024-11-04 08:08:13,-357733241190184.0,29.78263354928326,26.393821192131526,13.7394345657165,13.311021466978978,1.4988055549241963,0,Branch,Doctor
TX000023,AC00095,15534.154021822445,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,738.431564767825,8513.622867870956,1.7271441635919087,35008830.7819525,2024-11-04 08:07:01,-410121537440669.8,29.78263354928326,24.14004912761302,21.076842090901163,23.501748937645374,1.2756766628124168,2,Online,Engineer
TX000024,AC00453,101244.18371598526,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,436.02440588078844,10052.519119761946,2.9322286691196755,5475097.061803872,2024-11-04 08:07:04,-437925939753094.5,29.78263354928326,26.393821192131526,13.7394345657165,11.272875972845698,1.2756766628124168,2,Online,Student
TX000025,AC00241,42778.991822030715,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,418.2357494756686,6834.8269567171465,1.7271441635919087,7536178.76500215,2024-11-04 08:07:09,-486413814959837.06,28.32080696242022,26.393821192131526,8.236378921828,7.19658498457914,1.4988055549241963,2,Online,Student
TX000026,AC00041,2483.8358511848614,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,1200.9366313009398,19425.796290370712,1.7271441635919087,14180930.512638565,2024-11-04 08:09:44,-302177854402406.4,29.05172025585174,21.88627706309451,15.573786447012665,19.425457949378817,1.2756766628124168,2,Online,Retired
TX000027,AC00441,72373.52904683378,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,453.81306228590825,11171.716393864486,4.137313174647442,2631291.0521020493,2024-11-04 08:11:38,-449897848357821.1,28.32080696242022,19.632504998576007,19.242490209605,15.349166961112259,1.2756766628124168,1,ATM,Student
TX000028,AC00057,12066.523069749654,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,702.8542519575855,6764.877127085738,1.7271441635919087,10482988.157706408,2024-11-04 08:11:59,-464980222570880.94,28.32080696242022,17.3787329340575,17.40813832830883,13.311021466978978,1.2756766628124168,0,Branch,Engineer
TX000029,AC00390,37498.73559955624,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,827.374846793424,13899.759749489425,1.7271441635919087,6916442.393965162,2024-11-04 08:11:22,-515806738587488.5,28.32080696242022,21.88627706309451,17.40813832830883,19.425457949378817,1.2756766628124168,2,Online,Doctor
TX000030,AC00313,16692.949887119496,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,524.9676879063875,19915.445097790573,1.7271441635919087,5276929.629378513,2024-11-04 08:08:30,-326027747009638.6,28.32080696242022,12.871188805020488,11.905082684420332,13.311021466978978,1.2756766628124168,0,Branch,Student
TX000031,AC00367,8560.94666113061,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,1094.204692870221,1518.639904730085,1.7271441635919087,32510930.49123916,2024-11-04 08:09:17,-377606119312765.9,29.05172025585174,21.88627706309451,10.070730803124167,21.4636034435121,1.2756766628124168,2,Online,Doctor
TX000032,AC00291,17554.019862592115,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,560.545000716627,18096.749527373948,1.7271441635919087,38318940.63382664,2024-11-04 08:06:58,-505479571894445.75,28.32080696242022,21.88627706309451,11.905082684420332,15.349166961112259,1.2756766628124168,1,ATM,Doctor
TX000033,AC00060,116016.64183756808,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,916.318128819023,11871.214690178573,2.9322286691196755,37798307.479832135,2024-11-04 08:11:13,-322075810329455.6,28.32080696242022,15.124960869538992,13.7394345657165,15.349166961112259,1.2756766628124168,1,ATM,Engineer
TX000034,AC00359,256519.91078451744,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,436.02440588078844,10612.117756813217,1.7271441635919087,1561280.5209881566,2024-11-04 08:07:50,-477658849251960.94,29.05172025585174,19.632504998576007,10.070730803124167,17.387312455245535,1.2756766628124168,2,Online,Student
TX000035,AC00365,74804.95714706663,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,845.1635031985438,3617.134793672346,1.7271441635919087,57789466.14409714,2024-11-04 08:10:51,-296659551990203.25,28.32080696242022,17.3787329340575,10.070730803124167,19.425457949378817,1.2756766628124168,0,Branch,Doctor
TX000036,AC00267,36713.55653717612,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,916.318128819023,3267.3856455153027,1.7271441635919087,22488479.015642565,2024-11-04 08:06:23,-305396120569261.7,28.32080696242022,28.64759325665003,15.573786447012665,9.234730478712418,1.2756766628124168,0,Branch,Engineer
TX000037,AC00404,23102.813162163136,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,507.1790315012676,10262.368608656174,1.7271441635919087,3517642.7681616205,2024-11-04 08:12:18,-276802525539554.8,28.32080696242022,15.124960869538992,13.7394345657165,13.311021466978978,1.2756766628124168,0,Branch,Student
TX000038,AC00202,189814.71705748086,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,1378.8231953521376,9702.769971604903,1.7271441635919087,19021777.50047619,2024-11-04 08:11:15,-486377700715954.06,29.05172025585174,33.15513738568704,8.236378921828,15.349166961112259,1.2756766628124168,1,ATM,Retired
TX000039,AC00478,232439.14028401196,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,1218.7252877060596,6415.127978928695,2.329686416355792,30874459.85610128,2024-11-04 08:11:17,-308555519599650.1,29.05172025585174,21.88627706309451,11.905082684420332,23.501748937645374,1.2756766628124168,1,ATM,Doctor
TX000040,AC00405,98264.00593646815,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,1023.0500672497418,15228.806512486191,1.7271441635919087,3980904.4808851783,2024-11-04 08:07:32,-515772204916111.3,29.05172025585174,19.632504998576007,17.40813832830883,23.501748937645374,1.2756766628124168,2,Online,Retired
TX000041,AC00421,96174.08694515158,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,1165.3593184907002,8443.673038239547,1.7271441635919087,16868105.85738856,2024-11-04 08:07:31,-366461851770463.06,29.78263354928326,12.871188805020488,6.402027040531834,13.311021466978978,1.2756766628124168,1,ATM,Retired
TX000042,AC00480,10227.627867892872,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,720.6429083627052,1448.6900750986763,1.7271441635919087,55443945.33743928,2024-11-04 08:11:45,-527719237882621.25,28.32080696242022,30.901365321168537,15.573786447012665,11.272875972845698,1.2756766628124168,2,Online,Doctor
TX000043,AC00120,70765.22546552728,2023-04-20 18:57:43,Credit,Charlotte,D000198,60.89.202.192,M044,1058.6273800599815,8233.82354934532,1.7271441635919087,52099709.03341552,2024-11-04 08:09:03,-447436961291880.8,29.78263354928326,19.632504998576007,13.7394345657165,19.425457949378817,1.2756766628124168,2,Online,Doctor
TX000044,AC00117,16444.84497893247,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,382.658436665429,8303.773378976728,1.7271441635919087,948135.4304234941,2024-11-04 08:08:03,-453884098164380.5,28.32080696242022,8.363644675983474,8.236378921828,25.539894431778656,1.2756766628124168,1,ATM,Student
TX000045,AC00011,89122.06979009444,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,524.9676879063875,2427.987689938398,1.7271441635919087,3392837.4574430324,2024-11-04 08:09:53,-370492164630309.75,28.32080696242022,21.88627706309451,11.905082684420332,21.4636034435121,1.2756766628124168,0,Branch,Student
TX000046,AC00401,127347.7389385332,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,1361.034538947018,6415.127978928695,1.7271441635919087,18231681.88030833,2024-11-04 08:11:12,-314884113534213.1,29.05172025585174,19.632504998576007,11.905082684420332,17.387312455245535,1.2756766628124168,0,Branch,Retired
TX000047,AC00282,48310.27183396501,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,507.1790315012676,5365.880534457564,1.7271441635919087,5891517.78134836,2024-11-04 08:10:33,-259365879389697.44,28.32080696242022,19.632504998576007,13.7394345657165,17.387312455245535,1.4988055549241963,0,Branch,Student
TX000048,AC00439,149230.59184062894,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,382.658436665429,7464.375423399825,1.7271441635919087,3053874.033863268,2024-11-04 08:11:35,-310958522792252.25,28.32080696242022,26.393821192131526,10.070730803124167,19.425457949378817,1.4988055549241963,2,Online,Student
TX000049,AC00296,183282.26076898008,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,507.1790315012676,9772.719801236311,1.7271441635919087,1040647.3669936473,2024-11-04 08:07:24,-272043100096397.25,28.32080696242022,15.124960869538992,11.905082684420332,15.349166961112259,1.2756766628124168,2,Online,Student
TX000050,AC00471,6722.051459273828,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,774.0088775780646,12360.863497598433,1.7271441635919087,5212186.874443246,2024-11-04 08:06:31,-466563662161713.94,28.32080696242022,19.632504998576007,13.7394345657165,15.349166961112259,1.2756766628124168,2,Online,Engineer
TX000051,AC00159,124449.28983465418,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,1272.091256921419,8583.572697502364,1.7271441635919087,15245168.798131723,2024-11-04 08:07:07,-499902485050151.06,28.32080696242022,17.3787329340575,11.905082684420332,23.501748937645374,1.2756766628124168,2,Online,Retired
TX000052,AC00482,124221.61709537669,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,951.8954416292626,18586.39833479381,1.7271441635919087,20222989.614483003,2024-11-04 08:09:02,-493526336099787.9,29.05172025585174,19.632504998576007,10.070730803124167,17.387312455245535,1.4988055549241963,2,Online,Engineer
TX000053,AC00115,25233.596491298777,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,1236.5139441111794,10262.368608656174,1.7271441635919087,58136697.91951201,2024-11-04 08:06:45,-409398379572380.9,28.32080696242022,12.871188805020488,13.7394345657165,11.272875972845698,1.2756766628124168,0,Branch,Doctor
TX000054,AC00055,49772.631351632066,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,542.7563443115073,10052.519119761946,1.7271441635919087,3588898.800250014,2024-11-04 08:08:58,-336351853640795.1,28.32080696242022,17.3787329340575,13.7394345657165,17.387312455245535,1.2756766628124168,0,Branch,Student
TX000055,AC00419,30837.848535052777,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,1147.5706620855804,6415.127978928695,1.7271441635919087,17469199.43513696,2024-11-04 08:10:42,-464943878592622.06,29.05172025585174,12.871188805020488,11.905082684420332,19.425457949378817,1.2756766628124168,1,ATM,Retired
TX000056,AC00374,92811.53571889916,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,489.3903750961478,5925.479171508833,1.7271441635919087,5169051.038926134,2024-11-04 08:09:15,-363312414022611.3,29.05172025585174,19.632504998576007,13.7394345657165,15.349166961112259,1.2756766628124168,0,Branch,Student
TX000057,AC00271,17968.50100332809,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,1058.6273800599815,3757.0344529351632,1.7271441635919087,13791927.959792566,2024-11-04 08:09:57,-258510394520921.03,29.05172025585174,17.3787329340575,10.070730803124167,21.4636034435121,1.2756766628124168,0,Branch,Retired
TX000058,AC00456,85692.3842945679,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,1254.3026005162992,4386.582919617842,1.7271441635919087,18095527.08664627,2024-11-04 08:07:49,-485590584797429.5,29.05172025585174,30.901365321168537,15.573786447012665,15.349166961112259,1.2756766628124168,0,Branch,Retired
TX000059,AC00143,113118.19273368905,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,898.5294724139032,2078.2385417813543,1.7271441635919087,21965427.758752882,2024-11-04 08:07:09,-407825737497212.6,28.32080696242022,17.3787329340575,11.905082684420332,19.425457949378817,1.2756766628124168,0,Branch,Engineer
TX000060,AC00427,33009.49620200746,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,453.81306228590825,3687.0846233037546,1.7271441635919087,3633438.6955127097,2024-11-04 08:11:37,-316513132425214.06,28.32080696242022,26.393821192131526,8.236378921828,15.349166961112259,1.4988055549241963,0,Branch,Student
TX000061,AC00438,166241.83189844055,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,862.9521596036636,10752.017416076034,1.7271441635919087,21455676.067786653,2024-11-04 08:06:25,-313263153725116.94,29.78263354928326,24.14004912761302,8.236378921828,9.234730478712418,1.2756766628124168,1,ATM,Engineer
TX000062,AC00002,77353.14049821103,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,1449.9778209726169,15998.254638431687,2.329686416355792,16288385.189100722,2024-11-04 08:11:03,-426888903028061.7,28.32080696242022,21.88627706309451,11.905082684420332,15.349166961112259,1.2756766628124168,0,Branch,Retired
TX000063,AC00425,102353.35859964491,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,898.5294724139032,15928.304808800278,1.7271441635919087,25947536.205527425,2024-11-04 08:08:09,-287921412028014.06,28.32080696242022,21.88627706309451,11.905082684420332,25.539894431778656,1.4988055549241963,2,Online,Engineer
TX000064,AC00325,175839.1135233693,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,1040.8387236548617,7394.425593768416,1.7271441635919087,32993849.0404009,2024-11-04 08:08:01,-415718877667539.06,29.05172025585174,17.3787329340575,21.076842090901163,15.349166961112259,1.2756766628124168,0,Branch,Engineer
TX000065,AC00434,1981.788272265232,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,934.1067852241428,8793.42218639659,1.7271441635919087,54561103.77074367,2024-11-04 08:11:32,-291918845303989.6,28.32080696242022,21.88627706309451,11.905082684420332,9.234730478712418,1.2756766628124168,2,Online,Doctor
TX000066,AC00242,59063.430442918005,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,791.7975339831844,13130.31162354393,1.7271441635919087,10087316.321068885,2024-11-04 08:11:41,-464970196962719.0,29.05172025585174,26.393821192131526,13.7394345657165,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000067,AC00319,87402.84872042199,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,1040.8387236548617,15858.35497916887,1.7271441635919087,11763139.630742723,2024-11-04 08:10:12,-443559486117597.1,28.32080696242022,17.3787329340575,10.070730803124167,19.425457949378817,1.2756766628124168,0,Branch,Retired
TX000068,AC00460,152388.8213777861,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,489.3903750961478,9073.221504922225,1.7271441635919087,7615976.160542848,2024-11-04 08:12:10,-449035940115896.06,29.78263354928326,33.15513738568704,10.070730803124167,19.425457949378817,1.4988055549241963,0,Branch,Student
TX000069,AC00461,34530.23334513029,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,1111.9933492753407,1238.8405862044501,1.7271441635919087,14302225.673993193,2024-11-04 08:07:11,-503092025230650.56,28.32080696242022,12.871188805020488,15.573786447012665,13.311021466978978,1.2756766628124168,2,Online,Engineer
TX000070,AC00395,55499.47640884319,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,613.9109699319864,7324.475764137007,1.7271441635919087,3815615.447502249,2024-11-04 08:08:42,-283161205487978.6,28.32080696242022,12.871188805020488,11.905082684420332,17.387312455245535,1.2756766628124168,0,Branch,Engineer
TX000071,AC00217,39279.25317595725,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,827.374846793424,15508.605831011826,1.7271441635919087,15006244.631424828,2024-11-04 08:10:18,-376866402190665.94,28.32080696242022,19.632504998576007,10.070730803124167,11.272875972845698,1.2756766628124168,1,ATM,Engineer
TX000072,AC00053,42098.892485470984,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,667.2769391473458,9562.870312342086,1.7271441635919087,24867970.26781164,2024-11-04 08:09:26,-524516244457072.25,29.05172025585174,21.88627706309451,13.7394345657165,13.311021466978978,1.2756766628124168,2,Online,Engineer
TX000073,AC00282,7527.662690563466,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,1147.5706620855804,3966.8839418293896,1.7271441635919087,22883526.825726498,2024-11-04 08:12:15,-387912067738855.5,29.78263354928326,19.632504998576007,11.905082684420332,25.539894431778656,1.4988055549241963,1,ATM,Retired
TX000074,AC00110,68576.06451093587,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,507.1790315012676,19705.595608896347,1.7271441635919087,25502917.286092456,2024-11-04 08:08:45,-302209704776273.7,28.32080696242022,24.14004912761302,17.40813832830883,23.501748937645374,1.2756766628124168,2,Online,Student
TX000075,AC00265,354214.86698474997,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,400.4470930705488,1798.4392232557198,1.7271441635919087,2368419.8664010237,2024-11-04 08:06:51,-314921964569977.56,28.32080696242022,26.393821192131526,10.070730803124167,15.349166961112259,1.4988055549241963,0,Branch,Student
TX000076,AC00239,68050.66588183393,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,702.8542519575855,3687.0846233037546,1.7271441635919087,26096717.55349574,2024-11-04 08:09:17,-247406449956266.78,29.05172025585174,17.3787329340575,17.40813832830883,15.349166961112259,1.2756766628124168,1,ATM,Engineer
TX000077,AC00007,47767.359917226335,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,436.02440588078844,8023.974060451094,1.7271441635919087,2478482.549790978,2024-11-04 08:08:22,-405391802868246.56,29.05172025585174,17.3787329340575,11.905082684420332,15.349166961112259,1.2756766628124168,2,Online,Student
TX000078,AC00022,27014.114067699786,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,827.374846793424,4946.181556669111,1.7271441635919087,57244144.939576104,2024-11-04 08:11:36,-477689155810822.56,28.32080696242022,15.124960869538992,10.070730803124167,13.311021466978978,1.2756766628124168,0,Branch,Doctor
TX000079,AC00464,35408.81660823964,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,382.658436665429,5505.780193720381,1.7271441635919087,5318661.405150042,2024-11-04 08:06:50,-255303146414731.3,29.78263354928326,24.14004912761302,11.905082684420332,11.272875972845698,1.2756766628124168,0,Branch,Student
TX000080,AC00014,51159.09995620663,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,934.1067852241428,4806.281897406294,1.7271441635919087,41067387.58580755,2024-11-04 08:10:29,-377570859680760.94,29.78263354928326,26.393821192131526,8.236378921828,13.311021466978978,1.2756766628124168,2,Online,Doctor
TX000081,AC00406,53920.36164026459,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,720.6429083627052,7254.525934505598,1.7271441635919087,2160033.9991605817,2024-11-04 08:09:51,-399819283143343.75,29.78263354928326,8.363644675983474,10.070730803124167,13.311021466978978,1.2756766628124168,1,ATM,Engineer
TX000082,AC00445,101112.83405870978,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,1076.4160364651011,5715.629682614607,1.7271441635919087,25168829.06996264,2024-11-04 08:08:16,-299816809896208.9,29.05172025585174,17.3787329340575,13.7394345657165,19.425457949378817,1.2756766628124168,2,Online,Engineer
TX000083,AC00236,269578.98559897335,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,1165.3593184907002,6205.278490034468,1.7271441635919087,18397672.943564054,2024-11-04 08:11:07,-516592696644758.8,28.32080696242022,19.632504998576007,10.070730803124167,15.349166961112259,1.2756766628124168,1,ATM,Retired
TX000084,AC00220,76162.23693891331,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,916.318128819023,12011.11434944139,1.7271441635919087,27996059.374334645,2024-11-04 08:09:38,-288724030422220.75,28.32080696242022,19.632504998576007,13.7394345657165,13.311021466978978,1.2756766628124168,2,Online,Doctor
